Country,City,University Name,Program Name,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Switzerland,Zürich,ETH Zurich - Swiss Federal Institute of Technology,Health Sciences and Technology,"221,194 BDT / year",1½ year,4.1,54,0.10%,https://www.mastersportal.com/studies/35846/health-sciences-and-technology.html?ref=search_card
Netherlands,Leiden,Leiden University,Statistics and Data Science,"3,073,242 BDT / year",2 years,4.1,137,0.50%,https://www.mastersportal.com/studies/40169/statistics-and-data-science.html?ref=search_card
Austria,Spittal an der Drau,Carinthia University of Applied Sciences,Medical Engineering and Analytics,"140,974 BDT / year",2 years,4.4,13,,https://www.mastersportal.com/studies/9201/medical-engineering-and-analytics.html?ref=search_card
Germany,Ulm,Ulm University,Communication and Information Technology,"422,923 BDT / year",2 years,4.3,10,2%,https://www.mastersportal.com/studies/1215/communication-and-information-technology.html?ref=search_card
Germany,Stuttgart,University of Stuttgart,Geomatics Engineering (GeoEngine),"211,462 BDT / year",2 years,4.5,93,2%,https://www.mastersportal.com/studies/1006/geomatics-engineering.html?ref=search_card
United Kingdom,England,London School of Economics and Political Science,Management of Information Systems and Digital Innovation,"6,095,975 BDT / year",1 year,4.4,88,0.50%,https://www.mastersportal.com/studies/1373/management-of-information-systems-and-digital-innovation.html?ref=search_card
Turkey,Ankara,Bilkent University,Computer Engineering,"2,076,394 BDT / year",2 years,4.2,294,4%,https://www.mastersportal.com/studies/1111/computer-engineering.html?ref=search_card
Netherlands,Amsterdam,Vrije Universiteit Amsterdam,Marketing - Digital Marketing and Analytics,"3,500,394 BDT / year",1 year,4.2,149,1%,https://www.mastersportal.com/studies/486613/marketing-digital-marketing-and-analytics.html?ref=search_card
United Kingdom,England,Royal Holloway University of London,Applied Data Science and Cyber Security,"4,700,317 BDT / year",1 year,4.4,66,3%,https://www.mastersportal.com/studies/488306/applied-data-science-and-cyber-security.html?ref=search_card
Malaysia,Putrajaya,Universiti Tenaga Nasional (UNITEN),Information Technology (By Research),"257,252 BDT / year",2 years,,,,https://www.mastersportal.com/studies/483214/information-technology.html?ref=search_card
United Kingdom,England,WMG University of Warwick,Applied Artificial Intelligence,"5,669,256 BDT / year",1 year,4,1,0.50%,https://www.mastersportal.com/studies/480848/applied-artificial-intelligence.html?ref=search_card
Malaysia,Papar,Universiti Malaysia Pahang,Artificial Intelligence,"923,718 BDT / year",1 year,4,7,6%,https://www.mastersportal.com/studies/481912/artificial-intelligence.html?ref=search_card
Malaysia,Papar,Universiti Malaysia Pahang,Cyber Security,"923,718 BDT / year",1 year,4,7,6%,https://www.mastersportal.com/studies/481913/cyber-security.html?ref=search_card
United Kingdom,England,The University of Exeter,Statistical Data Science,"4,668,233 BDT / year",1 year,4.3,119,1%,https://www.mastersportal.com/studies/483527/statistical-data-science.html?ref=search_card
United Kingdom,England,Newcastle University,Data Science and Industrial Biotechnology,"5,085,326 BDT / year",1 year,4.3,90,1%,https://www.mastersportal.com/studies/488393/data-science-and-industrial-biotechnology.html?ref=search_card
Belgium,Antwerpen,University of Antwerp,Computer Science - Computer Networks,"817,651 BDT / year",2 years,4.3,71,2%,https://www.mastersportal.com/studies/35641/computer-science-computer-networks.html?ref=search_card
United Kingdom,England,WMG University of Warwick,Cyber Security and Management (CSM),"5,669,256 BDT / year",1 year,4,1,0.50%,https://www.mastersportal.com/studies/32129/cyber-security-and-management.html?ref=search_card
Denmark,Aarhus,Aarhus University,Computer Science,"2,297,883 BDT / year",2 years,3.9,209,0.50%,https://www.mastersportal.com/studies/31777/computer-science.html?ref=search_card
Denmark,Aarhus,Aarhus University,IT Product Development,"2,297,883 BDT / year",2 years,3.9,209,0.50%,https://www.mastersportal.com/studies/31779/it-product-development.html?ref=search_card
Sweden,Stockholm,KTH Royal Institute of Technology,ICT Innovation (EIT Digital),"2,309,901 BDT / year",2 years,4.3,44,1%,https://www.mastersportal.com/studies/32017/ict-innovation.html?ref=search_card
Germany,Rostock,University of Rostock,Computational Science and Engineering,Free,2 years,3.8,13,4%,https://www.mastersportal.com/studies/457662/computational-science-and-engineering.html?ref=search_card
United Kingdom,Scotland,Heriot-Watt University,Business Analytics and Consultancy,"3,399,629 BDT / year",1 year,4.2,81,3%,https://www.mastersportal.com/studies/465271/business-analytics-and-consultancy.html?ref=search_card
Austria,Vienna,Vienna University of Technology,Visual Computing,"204,977 BDT / year",2 years,3.9,24,3%,https://www.mastersportal.com/studies/467249/visual-computing.html?ref=search_card
United Kingdom,Scotland,Heriot-Watt University,Data Science (2 years),"4,087,511 BDT / year",2 years,4.2,81,3%,https://www.mastersportal.com/studies/468465/data-science.html?ref=search_card
Greece,Thessaloníki,University of Macedonia,Business Analytics and Data Science,"366,533 BDT / year",1½ year,4,103,,https://www.mastersportal.com/studies/468062/business-analytics-and-data-science.html?ref=search_card
Norway,Oslo,Kristiania University College,Information Systems - Digital Business Systems,"1,349,100 BDT / year",2 years,4,3,,https://www.mastersportal.com/studies/452157/information-systems-digital-business-systems.html?ref=search_card
United Kingdom,England,University of the Arts London (UAL),Creative Robotics,"4,811,007 BDT / year","1 year, 3 months",4.1,79,,https://www.mastersportal.com/studies/448130/creative-robotics.html?ref=search_card
United Kingdom,England,UCL,Robotics and Artificial Intelligence,"6,384,731 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/449101/robotics-and-artificial-intelligence.html?ref=search_card
United States,New York,Columbia University,Network Systems,"8,742,658 BDT / year",1 year,4.3,95,0.10%,https://www.mastersportal.com/studies/456651/network-systems.html?ref=search_card
United States,Wisconsin,University of Wisconsin Madison,Statistics and Data Science,"3,152,198 BDT / year",1 year,4.3,13,0.50%,https://www.mastersportal.com/studies/472813/statistics-and-data-science.html?ref=search_card
United States,Florida,Florida State University,"Interdisciplinary Data Science, Scientific Computing","2,721,974 BDT / year",1 year,4.3,383,2%,https://www.mastersportal.com/studies/452643/interdisciplinary-data-science-scientific-computing.html?ref=search_card
United States,Indiana,Indiana University Bloomington,Data Science,"3,766,664 BDT / year",1 year,4,195,1%,https://www.mastersportal.com/studies/463816/data-science.html?ref=search_card
United Kingdom,England,University of Greater Manchester,Health Analytics and Technologies - Extended,"2,807,357 BDT / year",1½ year,4.4,51,,https://www.mastersportal.com/studies/454071/health-analytics-and-technologies-extended.html?ref=search_card
United Arab Emirates,Dubai,Curtin University,Master of Cyber Security,"2,801,932 BDT / year",1 year,4.3,69,1%,https://www.mastersportal.com/studies/484293/master-of-cyber-security.html?ref=search_card
United Kingdom,Scotland,University of Strathclyde,Chemistry with Data Science,"4,604,065 BDT / year",1 year,4.2,66,2%,https://www.mastersportal.com/studies/473868/chemistry-with-data-science.html?ref=search_card
Netherlands,Amsterdam,Vrije Universiteit Amsterdam,Marketing - Digital Marketing and Analytics,"3,500,394 BDT / year",1 year,4.2,149,1%,https://www.mastersportal.com/studies/486613/marketing-digital-marketing-and-analytics.html?ref=search_card
United Kingdom,England,Royal Holloway University of London,Applied Data Science and Cyber Security,"4,700,317 BDT / year",1 year,4.4,66,3%,https://www.mastersportal.com/studies/488306/applied-data-science-and-cyber-security.html?ref=search_card
Malaysia,Putrajaya,Universiti Tenaga Nasional (UNITEN),Information Technology (By Research),"257,252 BDT / year",2 years,,,,https://www.mastersportal.com/studies/483214/information-technology.html?ref=search_card
United Kingdom,England,WMG University of Warwick,Applied Artificial Intelligence,"5,669,256 BDT / year",1 year,4,1,0.50%,https://www.mastersportal.com/studies/480848/applied-artificial-intelligence.html?ref=search_card
Malaysia,Papar,Universiti Malaysia Pahang,Artificial Intelligence,"923,718 BDT / year",1 year,4,7,6%,https://www.mastersportal.com/studies/481912/artificial-intelligence.html?ref=search_card
Malaysia,Papar,Universiti Malaysia Pahang,Cyber Security,"923,718 BDT / year",1 year,4,7,6%,https://www.mastersportal.com/studies/481913/cyber-security.html?ref=search_card
United Kingdom,England,The University of Exeter,Statistical Data Science,"4,668,233 BDT / year",1 year,4.3,119,1%,https://www.mastersportal.com/studies/483527/statistical-data-science.html?ref=search_card
United Kingdom,England,Newcastle University,Data Science and Industrial Biotechnology,"5,085,326 BDT / year",1 year,4.3,90,1%,https://www.mastersportal.com/studies/488393/data-science-and-industrial-biotechnology.html?ref=search_card
Germany,Rostock,University of Rostock,Computational Science and Engineering,Free,2 years,3.8,13,4%,https://www.mastersportal.com/studies/457662/computational-science-and-engineering.html?ref=search_card
United Kingdom,Scotland,Heriot-Watt University,Business Analytics and Consultancy,"3,399,629 BDT / year",1 year,4.2,81,3%,https://www.mastersportal.com/studies/465271/business-analytics-and-consultancy.html?ref=search_card
Austria,Vienna,Vienna University of Technology,Visual Computing,"204,977 BDT / year",2 years,3.9,24,3%,https://www.mastersportal.com/studies/467249/visual-computing.html?ref=search_card
United Kingdom,Scotland,Heriot-Watt University,Data Science (2 years),"4,087,511 BDT / year",2 years,4.2,81,3%,https://www.mastersportal.com/studies/468465/data-science.html?ref=search_card
Greece,Thessaloníki,University of Macedonia,Business Analytics and Data Science,"366,533 BDT / year",1½ year,4,103,,https://www.mastersportal.com/studies/468062/business-analytics-and-data-science.html?ref=search_card
Norway,Oslo,Kristiania University College,Information Systems - Digital Business Systems,"1,349,100 BDT / year",2 years,4,3,,https://www.mastersportal.com/studies/452157/information-systems-digital-business-systems.html?ref=search_card
United Kingdom,England,University of the Arts London (UAL),Creative Robotics,"4,811,007 BDT / year","1 year, 3 months",4.1,79,,https://www.mastersportal.com/studies/448130/creative-robotics.html?ref=search_card
United Kingdom,England,UCL,Robotics and Artificial Intelligence,"6,384,731 BDT / year",1 year,4.1,138,0.10%,https://www.mastersportal.com/studies/449101/robotics-and-artificial-intelligence.html?ref=search_card
United Arab Emirates,Al Ain,United Arab Emirates University,Internet of Things,"2,401,656 BDT / year",1 year,3.8,10,2%,https://www.mastersportal.com/studies/486719/internet-of-things.html?ref=search_card
United Kingdom,England,Loughborough University,Cyber Security and Data Analytics,,1 year,4.4,54,2%,https://www.mastersportal.com/studies/483653/cyber-security-and-data-analytics.html?ref=search_card
United Arab Emirates,Dubai,Curtin University,Master of Artificial Intelligence,"2,801,932 BDT / year",1 year,4.3,69,1%,https://www.mastersportal.com/studies/484290/master-of-artificial-intelligence.html?ref=search_card
United Kingdom,England,University of Worcester,Artificial Intelligence,"2,871,525 BDT / year",1 year,4.4,31,,https://www.mastersportal.com/studies/471653/artificial-intelligence.html?ref=search_card
United States,Massachusetts,Northeastern University,Wireless and Network Engineering,"3,780,874 BDT / year",2 years,4.4,79,2%,https://www.mastersportal.com/studies/478506/wireless-and-network-engineering.html?ref=search_card
United Kingdom,England,University of Leeds,AI Ethics and Society,,1 year,4.4,72,0.50%,https://www.mastersportal.com/studies/485895/ai-ethics-and-society.html?ref=search_card
United States,Pennsylvania,Carnegie Mellon University,"Energy Science, Technology and Policy","8,210,024 BDT / year",,4.3,24,0.50%,https://www.mastersportal.com/studies/479297/energy-science-technology-and-policy.html?ref=search_card
United Kingdom,England,Loughborough University,Computer Science,"4,956,990 BDT / year",1 year,4.4,54,2%,https://www.mastersportal.com/studies/485734/computer-science.html?ref=search_card
United Kingdom,England,Loughborough University,Cyber Resilience,"4,956,990 BDT / year",1 year,4.4,54,2%,https://www.mastersportal.com/studies/485735/cyber-resilience.html?ref=search_card
Austria,Krems,IMC University of Applied Sciences Krems,OMICS Technology and Data Science in Biomedicine,"2,678,513 BDT / year",2 years,4.1,133,,https://www.mastersportal.com/studies/452758/omics-technology-and-data-science-in-biomedicine.html?ref=search_card
