Program Name,University Name,City,Country,Tuition Fee,Duration,Average Rating,Review Count,Ranking_Percentage,Program Link
Cyber Security,University of Derby,England,United Kingdom,"2,706,750 BDT / year",1 year,4.4,120,6%,https://www.mastersportal.com/studies/3778/cyber-security.html?ref=search_card
Digital Games,University of Malta,Msida,Malta,"1,889,527 BDT / year",2 years,4,160,5%,https://www.mastersportal.com/studies/155925/digital-games.html?ref=search_card
Big Data Analytics (Work Experience),Sheffield Hallam University,England,United Kingdom,"1,847,477 BDT / year","1 year, 8 months",4.2,89,5%,https://www.mastersportal.com/studies/444433/big-data-analytics.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Data Analytics - San Antonio,Webster University,Texas,United States,"1,366,578 BDT / year",2½ years,4,13,,https://www.mastersportal.com/studies/484750/data-analytics-san-antonio.html?ref=search_card
Artificial Intelligence,The University of Lancashire,England,United Kingdom,"2,866,913 BDT / year",1 year,4.1,63,5%,https://www.mastersportal.com/studies/476209/artificial-intelligence.html?ref=search_card
Big Data and Data Science Technology,Northumbria University,England,United Kingdom,"3,355,409 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/484837/big-data-and-data-science-technology.html?ref=search_card
Financial Data Science,University of Birmingham,England,United Kingdom,"4,872,150 BDT / year",1 year,4.2,69,0.5%,https://www.mastersportal.com/studies/453668/financial-data-science.html?ref=search_card
Advanced Computing Science (Part time),University of East Anglia,England,United Kingdom,"3,923,987 BDT / year",2 years,4.4,39,2%,https://www.mastersportal.com/studies/282628/advanced-computing-science.html?ref=search_card
Optimisation and Data Analytics,University of Essex,England,United Kingdom,"3,643,702 BDT / year",1 year,4.2,104,2%,https://www.mastersportal.com/studies/357401/optimisation-and-data-analytics.html?ref=search_card
Information Systems,Virginia Commonwealth University,Virginia,United States,"2,442,941 BDT / year",1 year,4.1,17,3%,https://www.mastersportal.com/studies/116925/information-systems.html?ref=search_card
Cyber Security Analytics,The University of Exeter,England,United Kingdom,"4,724,800 BDT / year",1 year,4.3,119,1%,https://www.mastersportal.com/studies/305457/cyber-security-analytics.html?ref=search_card
Artificial Intelligence,University of Wolverhampton,England,United Kingdom,"2,714,758 BDT / year","1 year, 2 months",4.1,105,6%,https://www.mastersportal.com/studies/319181/artificial-intelligence.html?ref=search_card
Cybersecurity,Teesside University,England,United Kingdom,"2,722,766 BDT / year",1 year,4.3,83,7%,https://www.mastersportal.com/studies/271165/cybersecurity.html?ref=search_card
Cyber Security and Technology,Cardiff University,Wales,United Kingdom,,1 year,4.4,170,1%,https://www.mastersportal.com/studies/361330/cyber-security-and-technology.html?ref=search_card
Internet of Things with AI,University of Bristol,England,United Kingdom,"5,910,004 BDT / year",1 year,4.3,99,0.5%,https://www.mastersportal.com/studies/467974/internet-of-things-with-ai.html?ref=search_card
Computer Science,Embry-Riddle Aeronautical University,Florida,United States,"2,961,653 BDT / year",,2.7,3,8%,https://www.mastersportal.com/studies/485782/computer-science.html?ref=search_card
Data Science,Leeds Beckett University,England,United Kingdom,"2,866,913 BDT / year",1 year,4,66,6%,https://www.mastersportal.com/studies/260578/data-science.html?ref=search_card
Digitalisation in Work and Society,Erasmus University Rotterdam,Rotterdam,Netherlands,"2,961,200 BDT / year",1 year,4.2,117,0.5%,https://www.mastersportal.com/studies/292253/digitalisation-in-work-and-society.html?ref=search_card
Advanced Computer Science with a Professional Placement Year,Cardiff University,Wales,United Kingdom,,2 years,4.4,170,1%,https://www.mastersportal.com/studies/270973/advanced-computer-science-with-a-professional-placement-year.html?ref=search_card
,,N/A,N/A,,,,,,
Human Computer Interaction,The University for the Creative Arts,England,United Kingdom,"2,802,848 BDT / year",1 year,4.2,85,,https://www.mastersportal.com/studies/425600/human-computer-interaction.html?ref=search_card
Data Science,Kingston University,England,United Kingdom,"3,203,254 BDT / year",1 year,4.1,136,5%,https://www.mastersportal.com/studies/325082/data-science.html?ref=search_card
Computer Networks and Security,University of Essex,England,United Kingdom,"3,763,824 BDT / year",1 year,4.2,104,2%,https://www.mastersportal.com/studies/12945/computer-networks-and-security.html?ref=search_card
Data Analytics,London Metropolitan University,England,United Kingdom,"3,203,254 BDT / year",1 year,4.2,136,7%,https://www.mastersportal.com/studies/272448/data-analytics.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Software Technology,Linnaeus University,Växjö,Sweden,"1,987,037 BDT / year",1 year,3.9,75,7%,https://www.mastersportal.com/studies/7448/software-technology.html?ref=search_card
Cybersecurity,University of Idaho,Idaho,United States,"3,790,416 BDT / year",1 year,4.3,9,6%,https://www.mastersportal.com/studies/366372/cybersecurity.html?ref=search_card
Cyber Security with Advanced Practice,Northumbria University,England,United Kingdom,"3,355,409 BDT / year",1 year,4.2,181,3%,https://www.mastersportal.com/studies/368749/cyber-security-with-advanced-practice.html?ref=search_card
Biobanks and Complex Data Management,Université Côte d'Azur,Nice,France,"775,552 BDT / year",2 years,4.2,23,3%,https://www.mastersportal.com/studies/232232/biobanks-and-complex-data-management.html?ref=search_card
Statistical Data Science,University College Dublin,Dublin,Ireland,"3,176,944 BDT / year",1 year,4.3,184,1%,https://www.mastersportal.com/studies/263089/statistical-data-science.html?ref=search_card
Business Intelligence and Analytics,Saint Joseph's University,Pennsylvania,United States,"4,555,259 BDT / year",1 year,4.3,20,,https://www.mastersportal.com/studies/172933/business-intelligence-and-analytics.html?ref=search_card
Computer Science,"University of California, Riverside",California,United States,"2,305,549 BDT / year",2 years,4.8,8,2%,https://www.mastersportal.com/studies/486089/computer-science.html?ref=search_card
Metaverse,University of Nicosia,Nicosia,Cyprus,,1½ year,4.1,168,6%,https://www.mastersportal.com/studies/467632/metaverse.html?ref=search_card
Data Science,University of Bath,England,United Kingdom,"4,452,524 BDT / year",1 year,4.4,60,2%,https://www.mastersportal.com/studies/158680/data-science.html?ref=search_card
Artificial Intelligence (Machine Learning),Liverpool John Moores University,England,United Kingdom,"2,922,970 BDT / year",1 year,4.3,145,3%,https://www.mastersportal.com/studies/311907/artificial-intelligence.html?ref=search_card
Rise of the Machines,Bangor University,Wales,United Kingdom,"2,722,766 BDT / year",1 year,4.4,79,3%,https://www.mastersportal.com/studies/326466/rise-of-the-machines.html?ref=search_card
Data Science and its Applications,University of Essex,England,United Kingdom,"3,643,702 BDT / year",1 year,4.2,104,2%,https://www.mastersportal.com/studies/302866/data-science-and-its-applications.html?ref=search_card
Big Data and High Performance Computing with a Year in Industry,University of Liverpool,England,United Kingdom,"4,933,012 BDT / year",2 years,4.3,114,1%,https://www.mastersportal.com/studies/288216/big-data-and-high-performance-computing-with-a-year-in-industry.html?ref=search_card
Cybersecurity and Information Assurance,University of Michigan - Dearborn,Michigan,United States,"3,800,947 BDT / year",2 years,4.6,10,,https://www.mastersportal.com/studies/302448/cybersecurity-and-information-assurance.html?ref=search_card
Computer Science with Industrial Placement,Ulster University,N Ireland,United Kingdom,"3,803,064 BDT / year",2 years,4.2,57,3%,https://www.mastersportal.com/studies/458315/computer-science-with-industrial-placement.html?ref=search_card
Computer Science - Software Development,Marist University,New York,United States,"2,791,933 BDT / year",1 year,1,1,,https://www.mastersportal.com/studies/183358/computer-science-software-development.html?ref=search_card
,,N/A,N/A,,,,,,
Computer Science,"University of Nevada, Las Vegas",Nevada,United States,"3,441,425 BDT / year",1 year,4.1,21,4%,https://www.mastersportal.com/studies/92674/computer-science.html?ref=search_card
Industrial Systems Analytics,University of Vaasa,Vaasa,Finland,"1,974,133 BDT / year",2 years,4.3,20,8%,https://www.mastersportal.com/studies/154269/industrial-systems-analytics.html?ref=search_card
Artificial Intelligence,Sheffield Hallam University,England,United Kingdom,"2,979,027 BDT / year",1 year,4.2,89,5%,https://www.mastersportal.com/studies/345870/artificial-intelligence.html?ref=search_card
Health Technology Assessment,Manipal Academy of Higher Education,Malpe,India,"489,813 BDT / year",2 years,4.2,243,4%,https://www.mastersportal.com/studies/463731/health-technology-assessment.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Biotechnology and AI,SupBiotech Paris,Paris,France,"1,967,083 BDT / year",2 years,,,,https://www.mastersportal.com/studies/484762/biotechnology-and-ai.html?ref=search_card
Mathematics and Modelling - Algebra with Cryptography and Coding,Linnaeus University,Växjö,Sweden,"1,987,037 BDT / year",2 years,3.9,75,7%,https://www.mastersportal.com/studies/149758/mathematics-and-modelling-algebra-with-cryptography-and-coding.html?ref=search_card
Robotics and AI,University of Glasgow,Scotland,United Kingdom,"5,357,443 BDT / year",1 year,4.3,122,0.5%,https://www.mastersportal.com/studies/320299/robotics-and-ai.html?ref=search_card
Data Analytics and Strategic Business Intelligence,Long Island University (LIU),New York,United States,"5,168,749 BDT / year",1 year,4,6,,https://www.mastersportal.com/studies/381058/data-analytics-and-strategic-business-intelligence.html?ref=search_card
Research Methods in Psychology,Abertay University,Scotland,United Kingdom,"2,722,766 BDT / year",1 year,3.7,67,,https://www.mastersportal.com/studies/477874/research-methods-in-psychology.html?ref=search_card
Data Science with Professional Placement,University of Bath,England,United Kingdom,"4,452,524 BDT / year",2 years,4.4,60,2%,https://www.mastersportal.com/studies/290052/data-science-with-professional-placement.html?ref=search_card
Computer Science,Kansas State University,Kansas,United States,"2,576,660 BDT / year",1 year,4.3,39,3%,https://www.mastersportal.com/studies/62466/computer-science.html?ref=search_card
Information Technology,Florida International University (FIU),Florida,United States,"2,328,325 BDT / year",2 years,4.3,95,3%,https://www.mastersportal.com/studies/61573/information-technology.html?ref=search_card
Advanced Artificial Intelligence,Newcastle University,England,United Kingdom,"5,077,158 BDT / year",1 year,4.3,90,1%,https://www.mastersportal.com/studies/306285/advanced-artificial-intelligence.html?ref=search_card
Data Science,Northumbria University,England,United Kingdom,"3,355,409 BDT / year","1 year, 4 months",4.2,181,3%,https://www.mastersportal.com/studies/352388/data-science.html?ref=search_card
Computer Science,Ulster University,N Ireland,United Kingdom,"2,852,498 BDT / year",1 year,4.2,57,3%,https://www.mastersportal.com/studies/400262/computer-science.html?ref=search_card
Applied Data Science (Renewable Energy),The University of Exeter,England,United Kingdom,"4,580,654 BDT / year",1 year,4.3,119,1%,https://www.mastersportal.com/studies/341487/applied-data-science.html?ref=search_card
Artificial Intelligence (Part-time),Ulster University,N Ireland,United Kingdom,"3,803,064 BDT / year",2 years,4.2,57,3%,https://www.mastersportal.com/studies/400253/artificial-intelligence.html?ref=search_card
Business Analytics and Marketing,University of Dundee,Scotland,United Kingdom,"3,683,743 BDT / year",1 year,4.1,67,2%,https://www.mastersportal.com/studies/460769/business-analytics-and-marketing.html?ref=search_card
Data Science and Communication,University of Liverpool,England,United Kingdom,"3,859,922 BDT / year",1 year,4.3,114,1%,https://www.mastersportal.com/studies/317954/data-science-and-communication.html?ref=search_card
Artificial Intelligence,University of Michigan - Dearborn,Michigan,United States,"3,800,947 BDT / year",2 years,4.6,10,,https://www.mastersportal.com/studies/418477/artificial-intelligence.html?ref=search_card
,,N/A,N/A,,,,,,
Business Analytics,National University of Singapore,Singapore,Singapore,"6,761,585 BDT / year","1 year, 1 month",4.4,64,0.5%,https://www.mastersportal.com/studies/305469/business-analytics.html?ref=search_card
Artificial Intelligence and Innovation,National University of Singapore,Singapore,Singapore,"5,072,457 BDT / year",1 year,4.4,64,0.5%,https://www.mastersportal.com/studies/468802/artificial-intelligence-and-innovation.html?ref=search_card
Financial Data Analytics,University of Essex,England,United Kingdom,"3,763,824 BDT / year",1 year,4.2,104,2%,https://www.mastersportal.com/studies/61809/financial-data-analytics.html?ref=search_card
Advanced Computer Science,Leeds Beckett University,England,United Kingdom,"2,866,913 BDT / year",1 year,4,66,6%,https://www.mastersportal.com/studies/344480/advanced-computer-science.html?ref=search_card
,,N/A,N/A,,,,,,
,,N/A,N/A,,,,,,
Artificial Intelligence,UWE Bristol (University of the West of England),England,United Kingdom,"2,882,929 BDT / year",1 year,4.4,110,4%,https://www.mastersportal.com/studies/430287/artificial-intelligence.html?ref=search_card
Bioinformatics and Systems Biology,University of Amsterdam,Amsterdam,Netherlands,"3,405,380 BDT / year",2 years,4.2,125,0.5%,https://www.mastersportal.com/studies/22128/bioinformatics-and-systems-biology.html?ref=search_card
